Record_Hour,NMHC(GT),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Month,DateOfMonth,Weekday,Weekend,dNMHC,dNOx,dNO2
16.0,0.0,249.0,708.0,147.0,1955.0,1378.0,16.1,50.2,0.9094,3,19,4,0,0.0,--21.0,--11.0
17.0,0.0,270.0,690.0,158.0,2005.0,1435.0,16.0,50.7,0.9142,3,19,4,0,0.0,39.0,12.0
18.0,0.0,231.0,704.0,146.0,1952.0,1372.0,15.8,50.3,0.8989,3,19,4,0,0.0,--20.0,2.0
19.0,0.0,251.0,677.0,144.0,1997.0,1471.0,15.5,50.6,0.884,3,19,4,0,0.0,41.0,6.0
20.0,0.0,210.0,698.0,138.0,1942.0,1439.0,15.4,51.4,0.8956,3,19,4,0,0.0,--39.0,--5.0
21.0,0.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117,3,19,4,0,0.0,106.0,27.0
22.0,0.0,143.0,904.0,116.0,1604.0,1081.0,14.7,57.6,0.9573,3,19,4,0,0.0,16.0,7.0
23.0,0.0,127.0,948.0,109.0,1547.0,993.0,14.2,58.3,0.938,3,19,4,0,0.0,23.0,17.0
0.0,0.0,104.0,1064.0,92.0,1447.0,837.0,13.8,57.9,0.9085,3,20,5,1,0.0,18.0,9.0
1.0,0.0,86.0,1105.0,83.0,1429.0,761.0,13.9,55.9,0.8842,3,20,5,1,0.0,12.0,2.0
2.0,0.0,74.0,1182.0,81.0,1382.0,650.0,13.9,55.6,0.8765,3,20,5,1,0.0,0.0,0.0
3.0,0.0,0.0,1252.0,0.0,1359.0,591.0,13.8,55.1,0.8666,3,20,5,1,0.0,0.0,0.0
4.0,0.0,44.0,1308.0,55.0,1332.0,505.0,13.8,54.6,0.8574,3,20,5,1,0.0,2.0,2.0
5.0,0.0,42.0,1260.0,53.0,1351.0,518.0,13.6,55.1,0.856,3,20,5,1,0.0,--21.0,--14.0
6.0,0.0,63.0,1317.0,67.0,1342.0,571.0,13.6,59.0,0.9129,3,20,5,1,0.0,--52.0,--24.0
7.0,0.0,115.0,1161.0,91.0,1461.0,842.0,13.5,58.4,0.896,3,20,5,1,0.0,--55.0,--22.0
8.0,0.0,170.0,902.0,113.0,1623.0,1145.0,13.8,58.0,0.9083,3,20,5,1,0.0,23.0,11.0
9.0,0.0,147.0,834.0,102.0,1689.0,1218.0,14.6,53.1,0.8765,3,20,5,1,0.0,--19.0,--5.0
10.0,0.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,3,20,5,1,0.0,--29.0,--6.0
11.0,0.0,195.0,768.0,113.0,1768.0,1406.0,15.4,52.1,0.9046,3,20,5,1,0.0,13.0,5.0
12.0,0.0,182.0,782.0,108.0,1757.0,1422.0,16.3,50.0,0.9158,3,20,5,1,0.0,14.0,3.0
13.0,0.0,168.0,809.0,105.0,1735.0,1373.0,17.1,47.9,0.9281,3,20,5,1,0.0,43.0,12.0
14.0,0.0,125.0,900.0,93.0,1636.0,1153.0,19.0,42.9,0.937,3,20,5,1,0.0,30.0,6.0
15.0,0.0,95.0,980.0,87.0,1573.0,927.0,19.5,42.3,0.9476,3,20,5,1,0.0,16.0,11.0
16.0,0.0,79.0,1036.0,76.0,1539.0,766.0,19.5,42.3,0.9493,3,20,5,1,0.0,--40.0,--18.0
17.0,0.0,119.0,930.0,94.0,1649.0,941.0,19.1,43.8,0.9556,3,20,5,1,0.0,--23.0,--16.0
18.0,0.0,142.0,856.0,110.0,1774.0,1146.0,18.5,46.3,0.9744,3,20,5,1,0.0,--73.0,--26.0
19.0,0.0,215.0,734.0,136.0,1919.0,1417.0,17.4,51.6,1.0159,3,20,5,1,0.0,--14.0,--3.0
20.0,0.0,229.0,733.0,139.0,1885.0,1442.0,17.1,51.3,0.9914,3,20,5,1,0.0,23.0,14.0
21.0,0.0,206.0,785.0,125.0,1820.0,1323.0,16.4,53.8,0.9964,3,20,5,1,0.0,59.0,14.0
22.0,0.0,147.0,864.0,111.0,1712.0,1125.0,16.2,55.4,1.0132,3,20,5,1,0.0,25.0,14.0
23.0,0.0,122.0,905.0,97.0,1672.0,1036.0,15.9,57.7,1.0356,3,20,5,1,0.0,--53.0,--10.0
0.0,0.0,175.0,835.0,107.0,1714.0,1202.0,15.7,58.6,1.0396,3,21,6,1,0.0,42.0,17.0
1.0,0.0,133.0,941.0,90.0,1577.0,1054.0,15.1,60.9,1.0398,3,21,6,1,0.0,44.0,6.0
2.0,0.0,89.0,1004.0,84.0,1526.0,903.0,15.6,56.6,0.9951,3,21,6,1,0.0,0.0,0.0
3.0,0.0,0.0,987.0,0.0,1554.0,885.0,15.2,57.9,0.9941,3,21,6,1,0.0,0.0,0.0
4.0,0.0,85.0,1029.0,87.0,1539.0,818.0,15.4,57.8,1.0021,3,21,6,1,0.0,30.0,21.0
5.0,0.0,55.0,1136.0,66.0,1461.0,700.0,14.9,60.6,1.0196,3,21,6,1,0.0,31.0,30.0
6.0,0.0,24.0,1300.0,36.0,1390.0,580.0,14.5,63.0,1.0316,3,21,6,1,0.0,--48.0,--26.0
7.0,0.0,72.0,1143.0,62.0,1492.0,815.0,14.2,66.2,1.063,3,21,6,1,0.0,--50.0,--29.0
8.0,0.0,122.0,1062.0,91.0,1528.0,1035.0,14.5,65.3,1.0704,3,21,6,1,0.0,11.0,2.0
9.0,0.0,111.0,996.0,89.0,1560.0,1067.0,15.3,62.1,1.073,3,21,6,1,0.0,--12.0,--4.0
10.0,0.0,123.0,914.0,93.0,1633.0,1114.0,16.3,59.0,1.0868,3,21,6,1,0.0,17.0,12.0
11.0,0.0,106.0,911.0,81.0,1646.0,1000.0,18.9,49.6,1.07,3,21,6,1,0.0,3.0,--1.0
12.0,0.0,103.0,953.0,82.0,1617.0,906.0,19.4,46.1,1.0249,3,21,6,1,0.0,1.0,2.0
13.0,0.0,102.0,981.0,80.0,1568.0,822.0,20.8,41.6,1.0091,3,21,6,1,0.0,54.0,32.0
14.0,0.0,48.0,1144.0,48.0,1507.0,610.0,21.4,40.3,1.0126,3,21,6,1,0.0,--15.0,--13.0
15.0,0.0,63.0,962.0,61.0,1669.0,657.0,21.2,39.3,0.9791,3,21,6,1,0.0,--35.0,--28.0
16.0,0.0,98.0,1060.0,89.0,1506.0,647.0,20.3,38.0,0.8942,3,21,6,1,0.0,--34.0,--16.0
17.0,0.0,132.0,961.0,105.0,1607.0,762.0,19.4,41.3,0.9206,3,21,6,1,0.0,--41.0,--11.0
18.0,0.0,173.0,769.0,116.0,1874.0,1122.0,18.5,43.8,0.9252,3,21,6,1,0.0,--12.0,--3.0
19.0,0.0,185.0,823.0,119.0,1744.0,1130.0,17.8,48.1,0.9689,3,21,6,1,0.0,--81.0,--25.0
20.0,0.0,266.0,769.0,144.0,1840.0,1637.0,17.9,46.9,0.952,3,21,6,1,0.0,78.0,21.0
21.0,0.0,188.0,883.0,123.0,1673.0,1272.0,17.4,49.1,0.9688,3,21,6,1,0.0,66.0,18.0
22.0,0.0,122.0,933.0,105.0,1594.0,1098.0,17.0,51.7,0.9914,3,21,6,1,0.0,10.0,12.0
23.0,0.0,112.0,920.0,93.0,1624.0,1066.0,16.4,55.1,1.0198,3,21,6,1,0.0,19.0,7.0
0.0,0.0,93.0,995.0,86.0,1582.0,909.0,16.1,60.0,1.0919,3,22,0,0,0.0,19.0,10.0
1.0,0.0,74.0,1050.0,76.0,1547.0,818.0,15.8,60.5,1.0805,3,22,0,0,0.0,51.0,43.0
2.0,0.0,23.0,1417.0,33.0,1355.0,472.0,16.3,57.0,1.0491,3,22,0,0,0.0,0.0,0.0
3.0,0.0,0.0,1813.0,0.0,1274.0,394.0,16.9,53.9,1.0309,3,22,0,0,0.0,0.0,0.0
4.0,0.0,17.0,1756.0,27.0,1304.0,396.0,16.1,55.9,1.0153,3,22,0,0,0.0,2.0,4.0
5.0,0.0,15.0,1786.0,23.0,1278.0,378.0,16.5,53.9,1.0049,3,22,0,0,0.0,--26.0,--23.0
6.0,0.0,41.0,1480.0,46.0,1373.0,432.0,16.4,54.0,0.9979,3,22,0,0,0.0,--45.0,--30.0
7.0,0.0,86.0,1072.0,76.0,1538.0,699.0,15.7,57.6,1.0195,3,22,0,0,0.0,--140.0,--40.0
8.0,0.0,226.0,732.0,116.0,1996.0,1252.0,15.8,53.7,0.9571,3,22,0,0,0.0,12.0,1.0
9.0,0.0,214.0,711.0,115.0,1962.0,1237.0,17.4,42.1,0.8281,3,22,0,0,0.0,99.0,32.0
10.0,0.0,115.0,1032.0,83.0,1484.0,772.0,17.9,38.4,0.7793,3,22,0,0,0.0,--9.0,--4.0
11.0,0.0,124.0,1026.0,87.0,1509.0,766.0,18.5,36.7,0.7764,3,22,0,0,0.0,2.0,--3.0
12.0,0.0,122.0,947.0,90.0,1577.0,829.0,21.0,29.6,0.7263,3,22,0,0,0.0,15.0,3.0
13.0,0.0,107.0,955.0,87.0,1599.0,783.0,21.3,28.1,0.7067,3,22,0,0,0.0,--26.0,--12.0
14.0,0.0,133.0,952.0,99.0,1607.0,822.0,21.3,26.1,0.6539,3,22,0,0,0.0,3.0,0.0
15.0,0.0,130.0,965.0,99.0,1574.0,813.0,21.3,26.8,0.6681,3,22,0,0,0.0,--20.0,--2.0
16.0,451.0,150.0,964.0,101.0,1544.0,813.0,21.3,24.2,0.606,3,22,0,0,266.0,12.0,--2.0
17.0,185.0,138.0,928.0,103.0,1606.0,850.0,20.2,28.5,0.6682,3,22,0,0,--241.0,--75.0,--26.0
18.0,426.0,213.0,720.0,129.0,1932.0,1276.0,17.0,43.1,0.8264,3,22,0,0,--246.0,--19.0,--14.0
19.0,672.0,232.0,678.0,143.0,1993.0,1401.0,15.6,47.4,0.8347,3,22,0,0,48.0,--6.0,--3.0
20.0,624.0,238.0,678.0,146.0,1965.0,1356.0,15.3,47.4,0.8178,3,22,0,0,299.0,58.0,22.0
21.0,325.0,180.0,775.0,124.0,1758.0,1243.0,14.5,49.7,0.8177,3,22,0,0,182.0,52.0,11.0
22.0,143.0,128.0,920.0,113.0,1561.0,1083.0,13.9,52.0,0.8231,3,22,0,0,54.0,63.0,33.0
23.0,89.0,65.0,1142.0,80.0,1370.0,795.0,14.5,49.4,0.8106,3,22,0,0,16.0,12.0,8.0
0.0,73.0,53.0,1204.0,72.0,1359.0,735.0,13.8,51.4,0.8071,3,23,1,0,25.0,6.0,8.0
1.0,48.0,47.0,1271.0,64.0,1309.0,684.0,14.0,51.3,0.8163,3,23,1,0,1.0,--4.0,--6.0
2.0,47.0,51.0,1298.0,70.0,1330.0,714.0,13.0,56.8,0.8444,3,23,1,0,11.0,0.0,0.0
3.0,36.0,0.0,1522.0,0.0,1285.0,456.0,11.0,70.0,0.9215,3,23,1,0,11.0,0.0,0.0
4.0,25.0,20.0,1701.0,31.0,1261.0,401.0,10.1,76.8,0.9483,3,23,1,0,6.0,7.0,9.0
5.0,19.0,13.0,1908.0,22.0,1212.0,361.0,8.8,80.5,0.9147,3,23,1,0,--7.0,--20.0,--25.0
6.0,26.0,33.0,1542.0,47.0,1287.0,418.0,9.6,75.4,0.9004,3,23,1,0,--34.0,--70.0,--41.0
7.0,60.0,103.0,1178.0,88.0,1429.0,616.0,9.8,75.0,0.9093,3,23,1,0,--188.0,--121.0,--42.0
8.0,248.0,224.0,851.0,130.0,1829.0,1089.0,10.0,74.2,0.9117,3,23,1,0,--287.0,--20.0,--2.0
9.0,535.0,244.0,684.0,132.0,2095.0,1329.0,11.2,69.7,0.9232,3,23,1,0,195.0,7.0,0.0
10.0,340.0,237.0,760.0,132.0,1857.0,1311.0,12.0,62.9,0.8803,3,23,1,0,15.0,17.0,1.0
11.0,325.0,220.0,792.0,131.0,1794.0,1236.0,12.8,55.8,0.821,3,23,1,0,58.0,13.0,2.0
12.0,267.0,207.0,837.0,129.0,1746.0,1147.0,13.1,54.8,0.8234,3,23,1,0,--58.0,--1.0,--3.0
13.0,325.0,208.0,770.0,132.0,1847.0,1301.0,13.8,53.4,0.8351,3,23,1,0,57.0,48.0,22.0
14.0,268.0,160.0,881.0,110.0,1639.0,1097.0,16.0,42.4,0.7674,3,23,1,0,132.0,29.0,11.0
15.0,136.0,131.0,924.0,99.0,1589.0,900.0,14.1,49.8,0.7971,3,23,1,0,18.0,3.0,--1.0
16.0,118.0,128.0,944.0,100.0,1570.0,781.0,12.0,61.1,0.8537,3,23,1,0,--158.0,--48.0,--22.0
17.0,276.0,176.0,818.0,122.0,1719.0,1013.0,13.6,54.6,0.8465,3,23,1,0,125.0,69.0,25.0
18.0,151.0,107.0,962.0,97.0,1514.0,790.0,13.7,49.5,0.7695,3,23,1,0,--85.0,--24.0,--15.0
19.0,236.0,131.0,854.0,112.0,1688.0,1059.0,11.7,57.1,0.7822,3,23,1,0,16.0,--35.0,--16.0
20.0,220.0,166.0,812.0,128.0,1722.0,1205.0,11.5,58.2,0.7867,3,23,1,0,133.0,77.0,27.0
21.0,87.0,89.0,1006.0,101.0,1487.0,975.0,12.6,54.2,0.7881,3,23,1,0,6.0,8.0,5.0
22.0,81.0,81.0,1141.0,96.0,1375.0,896.0,12.0,54.9,0.7664,3,23,1,0,7.0,3.0,10.0
23.0,74.0,78.0,1105.0,86.0,1425.0,911.0,11.0,61.4,0.8057,3,23,1,0,19.0,8.0,1.0
0.0,55.0,70.0,1137.0,85.0,1411.0,902.0,11.1,62.2,0.8199,3,24,2,0,--19.0,--6.0,6.0
1.0,74.0,76.0,1151.0,79.0,1405.0,832.0,10.8,62.5,0.8082,3,24,2,0,39.0,33.0,18.0
2.0,35.0,43.0,1320.0,61.0,1326.0,715.0,11.3,60.0,0.8025,3,24,2,0,6.0,0.0,0.0
3.0,29.0,0.0,1493.0,0.0,1272.0,683.0,10.6,61.6,0.7856,3,24,2,0,0.0,0.0,0.0
4.0,29.0,44.0,1477.0,66.0,1287.0,721.0,10.2,62.7,0.7813,3,24,2,0,9.0,10.0,12.0
5.0,20.0,34.0,1572.0,54.0,1255.0,648.0,10.9,58.6,0.7628,3,24,2,0,--12.0,--9.0,--3.0
6.0,32.0,43.0,1496.0,57.0,1255.0,612.0,10.8,57.2,0.7382,3,24,2,0,--52.0,--36.0,--18.0
7.0,84.0,79.0,1186.0,75.0,1403.0,800.0,10.4,59.2,0.7455,3,24,2,0,--161.0,--95.0,--22.0
8.0,245.0,174.0,832.0,97.0,1706.0,1173.0,11.0,57.3,0.7501,3,24,2,0,--308.0,--61.0,--13.0
9.0,553.0,235.0,652.0,110.0,2080.0,1519.0,11.2,56.9,0.7565,3,24,2,0,103.0,17.0,--3.0
10.0,450.0,218.0,762.0,113.0,1770.0,1287.0,12.1,54.9,0.7734,3,24,2,0,332.0,82.0,25.0
11.0,118.0,136.0,950.0,88.0,1505.0,966.0,15.1,44.3,0.7535,3,24,2,0,0.0,19.0,3.0
12.0,118.0,117.0,1012.0,85.0,1440.0,828.0,15.6,40.6,0.7146,3,24,2,0,--26.0,--2.0,--11.0
13.0,144.0,119.0,959.0,96.0,1477.0,825.0,16.9,34.6,0.6597,3,24,2,0,--15.0,--7.0,--10.0
14.0,159.0,126.0,879.0,106.0,1566.0,872.0,16.6,35.6,0.6697,3,24,2,0,37.0,26.0,15.0
15.0,122.0,100.0,1015.0,91.0,1494.0,680.0,11.3,63.9,0.8554,3,24,2,0,--108.0,--97.0,--35.0
16.0,230.0,197.0,829.0,126.0,1730.0,1002.0,9.6,81.1,0.972,3,24,2,0,--90.0,2.0,--4.0
17.0,320.0,195.0,774.0,130.0,1783.0,1159.0,11.7,69.1,0.9497,3,24,2,0,57.0,39.0,19.0
18.0,263.0,156.0,828.0,111.0,1722.0,979.0,10.7,68.5,0.8794,3,24,2,0,--293.0,--91.0,--23.0
19.0,556.0,247.0,681.0,134.0,2008.0,1311.0,10.7,67.3,0.8643,3,24,2,0,98.0,57.0,--2.0
20.0,458.0,190.0,795.0,136.0,1744.0,1071.0,10.8,65.7,0.8486,3,24,2,0,244.0,21.0,11.0
21.0,214.0,169.0,928.0,125.0,1571.0,899.0,10.3,66.3,0.8336,3,24,2,0,117.0,51.0,17.0
22.0,97.0,118.0,1064.0,108.0,1435.0,766.0,10.1,66.9,0.8248,3,24,2,0,18.0,37.0,21.0
23.0,79.0,81.0,1186.0,87.0,1354.0,589.0,10.4,61.1,0.7717,3,24,2,0,--2.0,1.0,--2.0
0.0,81.0,80.0,1168.0,89.0,1341.0,631.0,10.3,59.9,0.7516,3,25,3,0,29.0,38.0,31.0
1.0,52.0,42.0,1400.0,58.0,1249.0,479.0,11.0,58.4,0.7686,3,25,3,0,14.0,4.0,4.0
2.0,38.0,38.0,1450.0,54.0,1253.0,479.0,9.1,68.1,0.789,3,25,3,0,3.0,0.0,0.0
3.0,35.0,0.0,1564.0,0.0,1224.0,417.0,9.5,68.2,0.8091,3,25,3,0,6.0,0.0,0.0
4.0,29.0,18.0,1707.0,28.0,1212.0,378.0,9.3,72.3,0.8496,3,25,3,0,8.0,6.0,8.0
5.0,21.0,12.0,1935.0,20.0,1158.0,344.0,9.9,66.8,0.8152,3,25,3,0,--25.0,--31.0,--31.0
6.0,46.0,43.0,1604.0,51.0,1268.0,413.0,7.6,83.2,0.8695,3,25,3,0,--9.0,--41.0,--31.0
7.0,55.0,84.0,1260.0,82.0,1383.0,605.0,8.1,79.0,0.8544,3,25,3,0,--216.0,--100.0,--30.0
8.0,271.0,184.0,902.0,112.0,1721.0,991.0,8.7,74.6,0.8429,3,25,3,0,--163.0,--18.0,--7.0
9.0,434.0,202.0,740.0,119.0,1937.0,1175.0,8.6,75.1,0.8415,3,25,3,0,134.0,69.0,20.0
10.0,300.0,133.0,969.0,99.0,1552.0,923.0,9.7,69.7,0.8389,3,25,3,0,184.0,3.0,1.0
11.0,116.0,130.0,1039.0,98.0,1468.0,829.0,11.0,64.4,0.8447,3,25,3,0,21.0,24.0,10.0
12.0,95.0,106.0,1081.0,88.0,1442.0,733.0,13.6,53.0,0.8209,3,25,3,0,--116.0,--26.0,--8.0
13.0,211.0,132.0,958.0,96.0,1570.0,819.0,14.2,48.4,0.778,3,25,3,0,43.0,26.0,15.0
14.0,168.0,106.0,976.0,81.0,1492.0,723.0,14.2,46.3,0.7438,3,25,3,0,14.0,--19.0,--11.0
15.0,154.0,125.0,986.0,92.0,1501.0,786.0,16.0,41.3,0.7462,3,25,3,0,--113.0,--13.0,--13.0
16.0,267.0,138.0,939.0,105.0,1545.0,850.0,17.7,35.4,0.7094,3,25,3,0,124.0,18.0,17.0
17.0,143.0,120.0,968.0,88.0,1527.0,820.0,17.1,37.4,0.7225,3,25,3,0,--231.0,--38.0,--15.0
18.0,374.0,158.0,836.0,103.0,1748.0,991.0,14.9,40.5,0.6835,3,25,3,0,--423.0,--95.0,--38.0
19.0,797.0,253.0,666.0,141.0,2060.0,1454.0,13.4,47.8,0.7293,3,25,3,0,99.0,22.0,8.0
20.0,698.0,231.0,692.0,133.0,1982.0,1488.0,12.6,52.5,0.7642,3,25,3,0,464.0,81.0,14.0
21.0,234.0,150.0,904.0,119.0,1539.0,1205.0,12.2,53.2,0.7555,3,25,3,0,130.0,51.0,13.0
22.0,104.0,99.0,1083.0,106.0,1376.0,909.0,10.6,56.1,0.714,3,25,3,0,37.0,24.0,14.0
23.0,67.0,75.0,1154.0,92.0,1324.0,769.0,9.9,59.5,0.7276,3,25,3,0,--21.0,--18.0,--5.0
0.0,88.0,93.0,1098.0,97.0,1373.0,835.0,9.6,61.1,0.7323,3,26,4,0,9.0,14.0,6.0
1.0,79.0,79.0,1131.0,91.0,1357.0,793.0,9.7,61.6,0.7425,3,26,4,0,18.0,12.0,8.0
2.0,61.0,67.0,1208.0,83.0,1313.0,733.0,9.4,62.6,0.7398,3,26,4,0,18.0,0.0,0.0
3.0,43.0,0.0,1449.0,0.0,1219.0,502.0,8.2,68.5,0.7455,3,26,4,0,3.0,0.0,0.0
4.0,40.0,45.0,1398.0,59.0,1263.0,562.0,8.0,69.4,0.7459,3,26,4,0,--12.0,--27.0,--14.0
5.0,52.0,72.0,1210.0,73.0,1312.0,832.0,7.7,72.4,0.7655,3,26,4,0,--12.0,--31.0,--5.0
6.0,64.0,103.0,1130.0,78.0,1363.0,924.0,8.0,71.8,0.7711,3,26,4,0,--24.0,--29.0,--12.0
7.0,88.0,132.0,1015.0,90.0,1438.0,974.0,8.5,66.3,0.7375,3,26,4,0,--287.0,--107.0,--20.0
8.0,375.0,239.0,783.0,110.0,1828.0,1307.0,9.8,59.6,0.7214,3,26,4,0,--217.0,--36.0,--4.0
9.0,592.0,275.0,682.0,114.0,1928.0,1481.0,11.2,57.0,0.7544,3,26,4,0,235.0,43.0,--5.0
10.0,357.0,232.0,772.0,119.0,1747.0,1405.0,14.8,44.1,0.7407,3,26,4,0,61.0,52.0,--2.0
11.0,296.0,180.0,826.0,121.0,1664.0,1195.0,16.8,35.3,0.6729,3,26,4,0,115.0,68.0,24.0
12.0,181.0,112.0,948.0,97.0,1503.0,868.0,19.2,27.1,0.5976,3,26,4,0,--30.0,--4.0,--2.0
13.0,211.0,116.0,915.0,99.0,1535.0,874.0,19.1,26.2,0.5741,3,26,4,0,12.0,13.0,14.0
14.0,199.0,103.0,1015.0,85.0,1391.0,738.0,16.3,30.8,0.5683,3,26,4,0,118.0,14.0,10.0
15.0,81.0,89.0,1152.0,75.0,1279.0,550.0,14.2,36.8,0.5922,3,26,4,0,--62.0,--23.0,--12.0
16.0,143.0,112.0,976.0,87.0,1454.0,777.0,13.4,41.0,0.6292,3,26,4,0,--104.0,--15.0,--15.0
17.0,247.0,127.0,886.0,102.0,1588.0,966.0,14.2,43.3,0.6982,3,26,4,0,8.0,2.0,--3.0
18.0,239.0,125.0,868.0,105.0,1580.0,990.0,12.1,45.6,0.6403,3,26,4,0,--28.0,5.0,7.0
19.0,267.0,120.0,876.0,98.0,1540.0,944.0,10.4,48.0,0.6046,3,26,4,0,6.0,0.0,5.0
20.0,261.0,120.0,916.0,93.0,1490.0,962.0,10.0,51.1,0.628,3,26,4,0,164.0,21.0,2.0
21.0,97.0,99.0,1097.0,91.0,1308.0,778.0,9.8,50.8,0.6172,3,26,4,0,31.0,20.0,6.0
22.0,66.0,79.0,1185.0,85.0,1252.0,690.0,9.7,50.4,0.6063,3,26,4,0,6.0,13.0,11.0
23.0,60.0,66.0,1237.0,74.0,1258.0,644.0,9.9,50.2,0.6103,3,26,4,0,--17.0,--28.0,--13.0
0.0,77.0,94.0,1144.0,87.0,1307.0,753.0,9.4,53.4,0.63,3,27,5,1,20.0,24.0,8.0
1.0,57.0,70.0,1290.0,79.0,1232.0,646.0,8.6,57.8,0.6488,3,27,5,1,--8.0,--5.0,1.0
2.0,65.0,75.0,1142.0,78.0,1312.0,838.0,8.1,62.1,0.6746,3,27,5,1,6.0,0.0,0.0
3.0,59.0,0.0,1191.0,0.0,1292.0,851.0,7.9,63.5,0.6777,3,27,5,1,11.0,0.0,0.0
4.0,48.0,57.0,1209.0,63.0,1296.0,801.0,7.4,64.8,0.6683,3,27,5,1,21.0,25.0,15.0
5.0,27.0,32.0,1417.0,48.0,1212.0,665.0,8.2,58.9,0.6444,3,27,5,1,2.0,--22.0,--11.0
6.0,25.0,54.0,1373.0,59.0,1250.0,717.0,6.3,66.6,0.641,3,27,5,1,--17.0,--14.0,--6.0
7.0,42.0,68.0,1270.0,65.0,1266.0,795.0,7.2,62.9,0.6396,3,27,5,1,--36.0,--30.0,--6.0
8.0,78.0,98.0,1050.0,71.0,1418.0,936.0,7.2,63.9,0.65,3,27,5,1,--50.0,--30.0,--13.0
9.0,128.0,128.0,922.0,84.0,1530.0,1076.0,11.1,50.5,0.6654,3,27,5,1,--56.0,--1.0,--9.0
10.0,184.0,129.0,942.0,93.0,1520.0,1016.0,15.5,36.1,0.6313,3,27,5,1,28.0,--1.0,--6.0
11.0,156.0,130.0,992.0,99.0,1451.0,834.0,17.8,29.2,0.592,3,27,5,1,--20.0,19.0,6.0
12.0,176.0,111.0,994.0,93.0,1449.0,756.0,17.6,30.1,0.6013,3,27,5,1,--56.0,5.0,--3.0
13.0,232.0,106.0,950.0,96.0,1467.0,766.0,19.1,26.8,0.5861,3,27,5,1,--73.0,--31.0,--18.0
14.0,305.0,137.0,888.0,114.0,1596.0,905.0,17.7,28.6,0.5735,3,27,5,1,155.0,24.0,13.0
15.0,150.0,113.0,1051.0,101.0,1357.0,765.0,17.8,28.4,0.5737,3,27,5,1,--38.0,--9.0,--7.0
16.0,188.0,122.0,934.0,108.0,1538.0,830.0,18.7,26.0,0.5555,3,27,5,1,--33.0,--15.0,--9.0
17.0,221.0,137.0,916.0,117.0,1508.0,853.0,17.1,31.3,0.6038,3,27,5,1,2.0,--28.0,--8.0
18.0,219.0,165.0,886.0,125.0,1586.0,981.0,15.8,36.1,0.644,3,27,5,1,--87.0,--31.0,--8.0
19.0,306.0,196.0,827.0,133.0,1621.0,1286.0,14.7,40.1,0.6657,3,27,5,1,36.0,22.0,14.0
20.0,270.0,174.0,841.0,119.0,1633.0,1244.0,13.6,44.9,0.6991,3,27,5,1,39.0,34.0,12.0
21.0,231.0,140.0,948.0,107.0,1475.0,1056.0,12.5,48.1,0.6946,3,27,5,1,106.0,38.0,11.0
22.0,125.0,102.0,1023.0,96.0,1421.0,1003.0,11.8,50.8,0.7042,3,27,5,1,3.0,--28.0,--9.0
23.0,122.0,130.0,906.0,105.0,1483.0,1245.0,10.9,56.1,0.7326,3,27,5,1,--39.0,9.0,3.0
0.0,161.0,121.0,930.0,102.0,1464.0,1200.0,10.9,55.9,0.7277,3,28,6,1,60.0,10.0,5.0
1.0,101.0,111.0,939.0,97.0,1451.0,1188.0,10.3,58.1,0.7278,3,28,6,1,6.0,24.0,18.0
2.0,95.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294,3,28,6,1,--34.0,0.0,0.0
3.0,129.0,0.0,935.0,0.0,1501.0,1075.0,8.2,66.7,0.7276,3,28,6,1,33.0,0.0,0.0
4.0,96.0,77.0,1110.0,69.0,1396.0,895.0,8.3,64.9,0.7124,3,28,6,1,42.0,38.0,17.0
5.0,54.0,39.0,1325.0,52.0,1284.0,755.0,9.6,58.5,0.7,3,28,6,1,--9.0,--38.0,--10.0
6.0,63.0,77.0,1251.0,62.0,1342.0,806.0,7.7,66.4,0.699,3,28,6,1,--9.0,--14.0,--7.0
7.0,72.0,91.0,1219.0,69.0,1321.0,836.0,7.4,68.0,0.7043,3,28,6,1,--19.0,--14.0,--6.0
8.0,91.0,105.0,1136.0,75.0,1382.0,897.0,9.7,58.6,0.7035,3,28,6,1,--36.0,--28.0,--8.0
9.0,127.0,133.0,959.0,83.0,1486.0,1073.0,12.5,50.1,0.7242,3,28,6,1,--66.0,5.0,--11.0
10.0,193.0,128.0,918.0,94.0,1501.0,1088.0,16.8,36.9,0.7018,3,28,6,1,5.0,2.0,--2.0
11.0,188.0,126.0,933.0,96.0,1514.0,1036.0,19.2,31.3,0.6887,3,28,6,1,37.0,34.0,10.0
12.0,151.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607,3,28,6,1,48.0,26.0,14.0
13.0,103.0,66.0,1159.0,72.0,1287.0,587.0,21.2,23.1,0.5768,3,28,6,1,48.0,16.0,19.0
14.0,55.0,50.0,1285.0,53.0,1189.0,452.0,18.6,25.0,0.5319,3,28,6,1,--49.0,--20.0,--12.0
15.0,104.0,70.0,1189.0,65.0,1260.0,470.0,18.0,27.3,0.5594,3,28,6,1,--12.0,--3.0,--5.0
16.0,116.0,73.0,1213.0,70.0,1244.0,502.0,18.2,28.3,0.5848,3,28,6,1,23.0,--4.0,--5.0
